egs-序号,egs-考点,egs-分值,egs-时间限制,egs-填空题输入大小,egs-题型,egs-试卷类别,egs-基本题型,egs-选项与解析,egs-是否依赖上级父题目,egs-子题目是否可以随机出现,egs-Directions材料题干,egs-Egs对应标签题型,egs-标题
"","","","","","Multiple Choice","英语专业四级","选择题","0--As&&0--Since&&0--Provided&&1--While||while表示转折；provided一般引导条件状语从句，相当于if。","0","2","______ his opinions are worth considering, the committee finds it unwise to place too much importance on them. ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--that he is thinking&&1--to be thinking    ||动词不定式用现在进行时to be thinking 表示动作正在进行，与谓语动词表示的动作同时发生。&&0--that he is to think&&0--to think","0","2","The Minister of Finance is believed ______ of imposing new taxes to raise extra revenue.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--when&&1--that||强调句型 ""It is / was...that...""。 如强调的主语是人，且为句子的主语时，that可用who。 &&0--after &&0--until","0","2","Unfortunately, it was after two o'clock in the morning ________ he arrived at a solution.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--may have acted||may / might / must have done 表示从现在的角度对过去情况进行推测。might表示的可能性最小，may的可能性较大，must（一定是）表示的可能性最大，几乎可以肯定。 &&0--must have acted   &&0--should act&&0--would act","0","2","He ________ unwisely, but he was at least trying to do something helpful.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--shall we&&1--will you    ||主句中出现let us引导的祈使句时，附加疑问句应使用will you形式。 &&0--shall not we &&0--won't you","0","2","Please let us have more time, ________?","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--performing by Melissa were&&0--it was known that Melissa's performances were&&0--knowing that Melissa's performances were   &&1--Melissa knew that performing was||本句空处所缺的是主句的主语和谓语部分，主句的主语应该是人。本句中出现并列连词and，其后的结构应该与前面的结构平行。","0","2","Even as a girl, ________ to be her life, and theater audiences were to be her best teachers.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--follow&&0--would follow   &&1--had followed||if only引导的状语从句用虚拟语气。表示从句动作与主句动作同时发生时，从句用一般过去时；表示从句动作先于主句动作发生时，从句用过去完成时。&&0--have followed","0","2","Look at the terrible situation I am in! If only I _______ your advice.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--to drown&&0--to be drowned   &&1--being drowned||escape后接动名词做宾语。根据句意，其后的动名词须用一般时的被动态。 &&0--having been drowned","0","2","He narrowly escaped ________.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--fee &&0--charge&&1--tariff||tariff意为“关税”； fee意为“服务费，学费”；charge意为“价格，费用”；expenditure意为“支出，花费”。&&0--expenditure","0","2","The government has decided to reduce a(n) ________ on all imports.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--required    &&0--enquired    &&1--acquired ||acquire意为“获得，得到”；require意为“要求”；enquire和inquire表示“打听，询问”。&&0--inquired","0","2","He has ________ a bad reputation. ","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--level off    &&0--level at    &&1--level with    ||level with意为“对……说实话”；level off意为“飞机水平飞行；达到平衡”；level at意为“瞄准，对准”； level up意为“达到……水平”。&&0--level up ","0","2","You had better ________ me about the reason for your dismissal.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--imaginary||imaginary意为“想象中的，虚构的”；imagery是名词，意为“雕像或形象化的描述”； imaginative意为“有想象力的""； imaginable意为“可以想象得到的”。 &&0--imagery &&0--imaginative &&0--imaginable","0","2","All the characters in the story are ________ and cannot be found in real life.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--sufficiently &&0--absolutely &&0--conceivably &&1--deliberately||deliberately意为“故意地”；sufficiently意为“充分地”； absolutely意为“绝对地”； conceivably意为“可以想象地可以相信地”。","0","2","Human facial expressions differ from those of animals in the degree to which they can be ________ controlled and modified.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","1--liking||固定短语have a liking for sth意为“喜爱某事物”。like为动词，likable意为“可爱的，讨人喜欢的”；likely意为“预期的，可能的”。&&0--like&&0--likable &&0--likely","0","2","This little boy has a particular ________ for ice-cream. Whenever he sees it, he will enjoy it to his heart's content.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--hostility&&1--hospitality||hospitality意为“殷情，好客”；hostility意为“敌意”； indignation意为“愤慨，义愤”；humanity意为“人道，仁慈”。&&0--indignation &&0--humanity","0","2","I was deeply impressed by the hostess' ________ and enjoyed the dinner party very much.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--combine    &&1--coincide ||coincide意为“想法、观点等一致”，combine意为“把……结合起来”； compete意为“与……竞争”；compromise意为“妥协，折衷”。&&0--compete  &&0--compromise","0","2"," His tastes and habits ________ with those of his wife.","词汇与语法","英语专业四级-词汇与语法-选择题"
"","","","","","Multiple Choice","英语专业四级","选择题","0--subsequent &&0--subtle&&1--substantial||substantial意为“大量的，多的”；subsequent意为“随后的，后来的”； subtle意为“细微的”； superficial意为“表面的，肤浅的”。&&0--superficial","0","2","Usually there is a ________ increase in the amount of mail during the Christmas season.","词汇与语法","英语专业四级-词汇与语法-选择题"
